"","Street, City, State, Zip","No_Match"
"1220","2007 KILDEE ST, Ames, IA, 50014.0","Match","Exact","2007 KILDEE ST, AMES, IA, 50014","-93.63964,42.017586","65946708","R","19","169","001100","3004"
"1217","1003 WILSON AVE, Ames, IA, 50010.0","Match","Exact","1003 WILSON AVE, AMES, IA, 50010","-93.61842,42.031372","65947056","L","19","169","000900","2017"
"1216","3108 BECKLEY ST, Ames, IA, 50010.0","Match","Exact","3108 BECKLEY ST, AMES, IA, 50010","-93.65399,42.06052","643005032","L","19","169","000100","2033"
"1215","3106 STOCKBURY ST, Ames, IA, 50010.0","Match","Exact","3106 STOCKBURY ST, AMES, IA, 50010","-93.65439,42.06218","638634752","R","19","169","000100","2032"
"1214","2114 GREENBRIAR CIR, Ames, IA, 50014.0","Match","Exact","2114 GREENBRIAR CIR, AMES, IA, 50014","-93.64056,42.012558","65962076","L","19","169","001100","4032"
"1213","927 RIDGEWOOD AVE, Ames, IA, 50010.0","Match","Exact","927 RIDGEWOOD AVE, AMES, IA, 50010","-93.62588,42.030518","65946763","L","19","169","000900","1015"
"1212","2603 KINGSTON DR, Ames, IA, 50010.0","Match","Exact","2603 KINGSTON DR, AMES, IA, 50010","-93.64348,42.052235","638634747","R","19","169","000100","6020"
"1211","108 SANDBURG CT, Ames, IA, 50014.0","Match","Exact","108 SANDBURG CT, AMES, IA, 50014","-93.68778,42.02213","65972124","L","19","169","001301","1024"
"1210","4017 HASTINGS AVE, Ames, IA, 50010.0","Match","Exact","4017 HASTINGS AVE, AMES, IA, 50010","-93.65247,42.059814","65973251","L","19","169","000100","2033"
"1219","2209 STONE BROOKE RD, Ames, IA, 50010.0","Match","Exact","2209 STONE BROOKE RD, AMES, IA, 50010","-93.63917,42.059868","65954186","R","19","169","000100","2055"
"1218","1632 TRUMAN DR, Ames, IA, 50010.0","Match","Exact","1632 TRUMAN DR, AMES, IA, 50010","-93.63261,42.052647","65964151","L","19","169","000300","1011"
"1231","1415 CRESCENT ST, Ames, IA, 50010.0","Match","Exact","1415 CRESCENT ST, AMES, IA, 50010","-93.62897,42.03529","65946328","L","19","169","000400","3005"
"1230","223 HILLTOP RD, Ames, IA, 50014.0","Match","Exact","223 HILLTOP RD, AMES, IA, 50014","-93.66344,42.020752","65945839","R","19","169","001301","2001"
"1228","803 6TH ST, Ames, IA, 50010.0","Match","Exact","803 6TH ST, AMES, IA, 50010","-93.62165,42.026817","65946885","R","19","169","000900","1026"
"1","3416 WEST ST, Ames, IA, 50014.0","Match","Exact","3416 WEST ST, AMES, IA, 50014","-93.663635,42.024937","65945797","L","19","169","000700","2008"
"1227","2017 KELLOGG AVE, Ames, IA, 50010.0","Match","Exact","2017 KELLOGG AVE, AMES, IA, 50010","-93.614784,42.042236","65946495","L","19","169","000200","2015"
"1226","3126 NORTHWOOD DR, Ames, IA, 50010.0","Match","Exact","3126 NORTHWOOD DR, AMES, IA, 50010","-93.618385,42.05375","65946436","R","19","169","000200","1002"
"3","1524 DOUGLAS AVE, Ames, IA, 50010.0","Match","Exact","1524 DOUGLAS AVE, AMES, IA, 50010","-93.61231,42.03738","65946549","R","19","169","000200","3005"
"1225","1814 BUCHANAN DR, Ames, IA, 50010.0","Match","Exact","1814 BUCHANAN DR, AMES, IA, 50010","-93.6347,42.055035","65946141","L","19","169","000300","1011"
"4","2304 FILLMORE AVE, Ames, IA, 50010.0","Match","Exact","2304 FILLMORE AVE, AMES, IA, 50010","-93.63191,42.04452","632997065","R","19","169","000400","1004"
"1224","5303 TABOR DR, Ames, IA, 50014.0","Match","Exact","5303 TABOR DR, AMES, IA, 50014","-93.68939,42.026123","639648777","R","19","169","000600","1037"
"5","4003 MARIGOLD DR, Ames, IA, 50014.0","Match","Exact","4003 MARIGOLD DR, AMES, IA, 50014","-93.671555,42.018913","627285938","L","19","169","001301","2007"
"1223","2507 BRADFORD DR, Ames, IA, 50010.0","Match","Exact","2507 BRADFORD DR, AMES, IA, 50010","-93.64675,42.046585","65955821","R","19","169","000100","6048"
"6","212 10TH ST 210, Ames, IA, 50010.0","Match","Exact","212 10TH ST, AMES, IA, 50010","-93.61253,42.03124","647658650","L","19","169","000900","2012"
"1222","1500 TRUMAN DR, Ames, IA, 50010.0","Match","Exact","1500 TRUMAN DR, AMES, IA, 50010","-93.63043,42.052444","65964150","L","19","169","000300","1011"
"7","2431 LAKESIDE DR, Ames, IA, 50010.0","Match","Exact","2431 LAKESIDE DR, AMES, IA, 50010","-93.64227,42.063232","627505886","L","19","169","000100","2009"
"1221","2040 WYNGATE DR, Ames, IA, 50010.0","Match","Exact","2040 WYNGATE DR, AMES, IA, 50010","-93.63585,42.06115","635598724","L","19","169","000100","2057"
"8","602 KEN MARIL RD, Ames, IA, 50010.0","Match","Exact","602 KEN MARIL RD, AMES, IA, 50010","-93.60353,41.98658","647652709","R","19","169","001302","2044"
"800","1358 BARKLEY CT, Ames, IA, 50010.0","Match","Exact","1358 BARKLEY CT, AMES, IA, 50010","-93.627716,42.05175","65950856","L","19","169","000300","2021"
"9","3901 MARIGOLD DR, Ames, IA, 50014.0","Match","Exact","3901 MARIGOLD DR, AMES, IA, 50014","-93.67004,42.018887","649232270","L","19","169","001301","2006"
"801","839 POE AVE, Ames, IA, 50014.0","Match","Exact","839 POE AVE, AMES, IA, 50014","-93.68387,42.01452","611866563","L","19","169","001301","3005"
"802","603 ASH AVE, Ames, IA, 50014.0","Match","Exact","603 ASH AVE, AMES, IA, 50014","-93.6443,42.016926","65962052","R","19","169","001100","3014"
"803","5426 TENNESSEE ST, Ames, IA, 50014.0","Match","Exact","5426 TENNESSEE ST, AMES, IA, 50014","-93.69195,42.035202","633444031","L","19","169","000600","1016"
"804","1414 SUMMIT AVE, Ames, IA, 50010.0","Match","Exact","1414 SUMMIT AVE, AMES, IA, 50010","-93.629425,42.035526","65946318","R","19","169","000400","3005"
"805","916 DUFF AVE, Ames, IA, 50010.0","Match","Exact","916 DUFF AVE, AMES, IA, 50010","-93.61055,42.030785","635852540","R","19","169","000900","3011"
"806","3823 COLUMBINE AVE, Ames, IA, 50010.0","Match","Exact","3823 COLUMBINE AVE, AMES, IA, 50010","-93.63576,42.058247","65952937","L","19","169","000100","2064"
"807","1952 WYNGATE DR, Ames, IA, 50010.0","Match","Exact","1952 WYNGATE DR, AMES, IA, 50010","-93.63579,42.061558","635598724","R","19","169","000100","2021"
"1229","1824 ARTHUR CIR, Ames, IA, 50010.0","Match","Exact","1824 ARTHUR CIR, AMES, IA, 50010","-93.6279,42.040016","65963682","R","19","169","000400","1021"
"808","3448 SOUTHDALE DR, Ames, IA, 50010.0","Match","Exact","3448 SOUTHDALE DR, AMES, IA, 50010","-93.604324,41.99098","653237427","L","19","169","001302","2069"
"809","2328 BAKER ST, Ames, IA, 50014.0","Match","Exact","2328 BAKER ST, AMES, IA, 50014","-93.64705,42.01796","65945951","L","19","169","001100","3012"
"1000","2537 EISENHOWER AVE, Ames, IA, 50010.0","Match","Exact","2537 EISENHOWER AVE, AMES, IA, 50010","-93.634544,42.04664","65946207","L","19","169","000300","1004"
"1242","1903 COOLIDGE DR, Ames, IA, 50010.0","Match","Exact","1903 COOLIDGE DR, AMES, IA, 50010","-93.629196,42.041294","65946303","L","19","169","000400","1020"
"1241","722 6TH ST 724, Ames, IA, 50010.0","Match","Exact","722 6TH ST, AMES, IA, 50010","-93.62062,42.026814","65962195","L","19","169","000900","1039"
"1240","413 E 6TH ST, Ames, IA, 50010.0","Match","Exact","413 6TH ST, AMES, IA, 50010","-93.61567,42.026886","65947105","R","19","169","000900","4015"
"1238","4028 FLETCHER BLVD, Ames, IA, 50010.0","Match","Exact","4028 FLETCHER BLVD, AMES, IA, 50010","-93.63414,42.06049","632994239","R","19","169","000100","2022"
"1236","520 FOREST GLEN, Ames, IA, 50014.0","Match","Non_Exact","520 FOREST GLEN ST, AMES, IA, 50014","-93.660416,42.027462","65945811","R","19","169","000700","3002"
"1235","1607 TRUMAN DR, Ames, IA, 50010.0","Match","Exact","1607 TRUMAN DR, AMES, IA, 50010","-93.63214,42.052433","65964150","R","19","169","000300","1013"
"1234","5007 KEATS ST, Ames, IA, 50014.0","Match","Exact","5007 KEATS ST, AMES, IA, 50014","-93.68676,42.016125","65957835","R","19","169","001301","3006"
"1233","1344 TRUMAN PL, Ames, IA, 50010.0","Match","Exact","1344 TRUMAN PL, AMES, IA, 50010","-93.62753,42.052414","65952888","L","19","169","000300","2021"
"810","5408 CLEMENS BLVD, Ames, IA, 50014.0","Match","Exact","5408 CLEMENS BLVD, AMES, IA, 50014","-93.69132,42.01629","65957237","L","19","169","001301","1011"
"1232","603 CRYSTAL ST, Ames, IA, 50010.0","Match","Exact","603 CRYSTAL ST, AMES, IA, 50010","-93.604614,41.996998","65956685","L","19","169","001302","2016"
"811","5115 CLEMENS BLVD, Ames, IA, 50014.0","Match","Exact","5115 CLEMENS BLVD, AMES, IA, 50014","-93.68795,42.017036","65957247","R","19","169","001301","1036"
"812","1207 N 2ND ST, Ames, IA, 50010.0","Tie"
